canonical_smiles,molecule_chembl_id,pchembl_value,relation,standard_relation,standard_type,target_organism,type,value
Nc1nc(NCc2cccc(Cl)c2)c2c(n1)[nH]c1ccc(O)cc12,CHEMBL4070420,6.54,=,=,Ki,Homo sapiens,Ki,0.29
Cc1cc2[nH]c3nc(N)nc(NCc4cccc(Cl)c4)c3c2cc1O,CHEMBL4083567,6.05,=,=,Ki,Homo sapiens,Ki,0.9
COc1ccc(CNc2nc(N)nc3[nH]c4ccc(O)cc4c23)cc1OC,CHEMBL4061797,5.43,=,=,Ki,Homo sapiens,Ki,3.68
Nc1nc(NCCc2ccccc2)c2c(n1)[nH]c1ccc(O)cc12,CHEMBL4060727,6.19,=,=,Ki,Homo sapiens,Ki,0.64
C[C@@H](Nc1nc(N)nc2[nH]c3ccc(O)cc3c12)c1ccccc1,CHEMBL4088941,6.04,=,=,Ki,Homo sapiens,Ki,0.91
C[C@H](Nc1nc(N)nc2[nH]c3ccc(O)cc3c12)c1ccccc1,CHEMBL4099089,6.28,=,=,Ki,Homo sapiens,Ki,0.52
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,CHEMBL553,7.35,=,=,Ki,Homo sapiens,Ki,45.0
CNS(=O)(=O)c1cccc(Nc2cc(Nc3cccc(C)c3)ncn2)c1,CHEMBL4097027,8.52,=,=,IC50,Homo sapiens,IC50,3.0
CNS(=O)(=O)c1cccc(Nc2cc(Nc3ccc(Cl)cc3)ncn2)c1,CHEMBL3915155,7.89,=,=,IC50,Homo sapiens,IC50,13.0
CNS(=O)(=O)c1cccc(Nc2cc(Nc3ccc(Cl)cn3)ncn2)c1,CHEMBL4061645,6.20,=,=,IC50,Homo sapiens,IC50,630.0
CNS(=O)(=O)c1cccc(Nc2cc(Nc3cccc(C(C)C)c3)ncn2)c1,CHEMBL4084208,7.60,=,=,IC50,Homo sapiens,IC50,25.0
CNS(=O)(=O)c1cccc(Nc2cc(Nc3cccc(C(C)(C)C)c3)ncn2)c1,CHEMBL4076602,6.40,=,=,IC50,Homo sapiens,IC50,400.0
CNS(=O)(=O)c1cccc(Nc2cc(Nc3cccc(S(=O)(=O)NC)c3)ncn2)c1,CHEMBL4105656,5.80,=,=,IC50,Homo sapiens,IC50,1600.0
CNS(=O)(=O)c1cccc(Nc2cc(Nc3cccc([N+](=O)[O-])c3)ncn2)c1,CHEMBL4065426,8.40,=,=,IC50,Homo sapiens,IC50,4.0
CNS(=O)(=O)c1cccc(Nc2cc(N(C)c3cccc(C)c3)ncn2)c1,CHEMBL4086869,7.70,=,=,IC50,Homo sapiens,IC50,20.0
CNS(=O)(=O)c1cccc(N(C)c2cc(Nc3cccc(C)c3)ncn2)c1,CHEMBL4074045,5.70,=,=,IC50,Homo sapiens,IC50,2000.0
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,CHEMBL3353410,7.92,=,=,IC50,Homo sapiens,IC50,12.0
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,CHEMBL3353410,6.32,=,=,IC50,Homo sapiens,IC50,480.0
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,CHEMBL3545308,7.68,=,=,Ki,Homo sapiens,Ki,21.0
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,CHEMBL3545308,6.52,=,=,Ki,Homo sapiens,Ki,303.0
C=CC(=O)Nc1cccc(Nc2ncc(NC(=O)c3cc(NC(=O)c4cccc(C(F)(F)F)c4)ccc3C)cn2)c1,CHEMBL3290142,7.14,=,=,IC50,Homo sapiens,IC50,72.0
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Oc4ccnc(C(=O)NC)c4)cc3)ncc2F)c1,CHEMBL2216827,6.13,=,=,IC50,Homo sapiens,IC50,737.0
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)cc3)ncc2F)c1,CHEMBL3301625,6.36,=,=,IC50,Homo sapiens,IC50,442.0
C=CC(=O)N1CCc2ccc(-n3c(=O)ccc4cnc5ccc(-c6cnn(C)c6)cc5c43)cc21,CHEMBL4077064,6.06,=,=,IC50,Homo sapiens,IC50,874.0
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,CHEMBL1873475,6.91,=,=,IC50,Homo sapiens,IC50,123.0
C=CC(=O)Nc1cc(Nc2cc(-c3cccc(NC(=O)c4cc5c(s4)CCCC5)c3C)cn(C)c2=O)ccc1C(=O)N1CCOCC1,CHEMBL4096207,5.16,=,=,IC50,Homo sapiens,IC50,6863.0
C=CC(=O)Nc1cc(Nc2cc(-c3cccc(NC(=O)c4ccc(N(C)C)cc4)c3C)cn(C)c2=O)ccc1C(=O)N1CCOCC1,CHEMBL4085868,5.23,=,=,IC50,Homo sapiens,IC50,5882.0
O=c1c2ccccc2nc(-c2ccccc2)n1-c1nnc(-c2ccccc2Cl)s1,CHEMBL4083815,5.14,=,=,IC50,Homo sapiens,IC50,7.23
O=C(Nn1c(-c2ccccc2)nc2ccccc2c1=O)c1ccc(Br)cc1,CHEMBL4077349,6.11,=,=,IC50,Homo sapiens,IC50,0.78
CC(=O)c1ccccc1-n1c(-c2ccccc2)nc2cc(Cl)ccc2c1=O,CHEMBL4072392,6.14,=,=,IC50,Homo sapiens,IC50,0.72
Cc1nnc(-n2c(-c3ccccc3)nc3cc(Cl)ccc3c2=O)s1,CHEMBL4083467,4.92,=,=,IC50,Homo sapiens,IC50,12.12
O=c1c2ccc(Cl)cc2nc(-c2ccccc2)n1-c1nnc(-c2ccccc2)s1,CHEMBL4060821,5.95,=,=,IC50,Homo sapiens,IC50,1.12
O=c1c2ccc(Cl)cc2nc(-c2ccccc2)n1-c1nnc(C2CC2)s1,CHEMBL4079183,6.99,=,=,IC50,Homo sapiens,IC50,0.102
COc1ccc(-c2nnc(-n3c(-c4ccccc4)nc4cc(Cl)ccc4c3=O)s2)cc1,CHEMBL4103440,7.68,=,=,IC50,Homo sapiens,IC50,0.021
NCCn1c(-c2ccccc2)nc2cc(Cl)ccc2c1=O,CHEMBL4074248,6.54,=,=,IC50,Homo sapiens,IC50,0.287
O=c1c2ccccc2nc(-c2ccccc2)n1-c1nnc(-c2ccccc2Cl)s1,CHEMBL4083815,4.11,=,=,IC50,Homo sapiens,IC50,78.23
O=C(Nn1c(-c2ccccc2)nc2ccccc2c1=O)c1ccc(Br)cc1,CHEMBL4077349,6.38,=,=,IC50,Homo sapiens,IC50,0.42
CC(=O)c1ccccc1-n1c(-c2ccccc2)nc2cc(Cl)ccc2c1=O,CHEMBL4072392,4.46,=,=,IC50,Homo sapiens,IC50,34.32
Cc1nnc(-n2c(-c3ccccc3)nc3cc(Cl)ccc3c2=O)s1,CHEMBL4083467,5.49,=,=,IC50,Homo sapiens,IC50,3.21
O=c1c2ccc(Cl)cc2nc(-c2ccccc2)n1-c1nnc(-c2ccccc2)s1,CHEMBL4060821,5.78,=,=,IC50,Homo sapiens,IC50,1.68
NCCn1c(-c2ccccc2)nc2cc(Cl)ccc2c1=O,CHEMBL4074248,5.68,=,=,IC50,Homo sapiens,IC50,2.11
COc1ccc(-c2nnc(-n3c(-c4ccccc4)nc4cc(Cl)ccc4c3=O)s2)cc1,CHEMBL4103440,6.50,=,=,IC50,Homo sapiens,IC50,0.32
O=c1c2ccc(Cl)cc2nc(-c2ccccc2)n1-c1nnc(C2CC2)s1,CHEMBL4079183,6.28,=,=,IC50,Homo sapiens,IC50,0.53
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,CHEMBL939,6.76,=,=,IC50,Homo sapiens,IC50,0.173
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,CHEMBL939,7.12,=,=,IC50,Homo sapiens,IC50,0.076
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(/C=C/c4cc(C)cc(C)c4)cc3)ncc2Cl)c1,CHEMBL4081703,7.06,=,=,IC50,Homo sapiens,IC50,87.0
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(/C=C/c4cc(Cl)cc(Cl)c4)cc3)ncc2F)c1,CHEMBL4059772,6.41,=,=,IC50,Homo sapiens,IC50,388.1
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(/C=C/c4cc(OC)cc(OC)c4)cc3)ncc2Cl)c1,CHEMBL4093954,6.67,=,=,IC50,Homo sapiens,IC50,216.1
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(/C=C/c4cc(C)cc(C)c4)cc3)ncc2Cl)c1,CHEMBL4073278,6.22,=,=,IC50,Homo sapiens,IC50,606.5
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(/C=C/c4cc(C)cc(C)c4)cc3)ncc2F)c1,CHEMBL4087570,6.27,=,=,IC50,Homo sapiens,IC50,539.2
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(/C=C/c4ccc(C)cc4C)cc3)ncc2Cl)c1,CHEMBL4105442,6.00,=,=,IC50,Homo sapiens,IC50,996.1
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(/C=C/c4ccc(C)cc4C)cc3)ncc2F)c1,CHEMBL4095271,6.41,=,=,IC50,Homo sapiens,IC50,386.7
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(/C=C/c4cc(Cl)cc(Cl)c4)cc3)ncc2Cl)c1,CHEMBL4067855,5.98,=,=,IC50,Homo sapiens,IC50,1037.0
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,CHEMBL939,7.97,=,=,IC50,Homo sapiens,IC50,10.6
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,CHEMBL3545308,6.34,=,=,IC50,Homo sapiens,IC50,460.2
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(/C=C/c4cc(C)cc(C)c4)cc3)ncc2Cl)c1,CHEMBL4081703,7.65,=,=,IC50,Homo sapiens,IC50,22.4
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(/C=C/c4cc(Cl)cc(Cl)c4)cc3)ncc2F)c1,CHEMBL4059772,7.85,=,=,IC50,Homo sapiens,IC50,14.2
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(/C=C/c4cc(OC)cc(OC)c4)cc3)ncc2Cl)c1,CHEMBL4093954,7.80,=,=,IC50,Homo sapiens,IC50,15.7
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(/C=C/c4cc(C)cc(C)c4)cc3)ncc2Cl)c1,CHEMBL4073278,7.58,=,=,IC50,Homo sapiens,IC50,26.5
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(/C=C/c4cc(C)cc(C)c4)cc3)ncc2F)c1,CHEMBL4087570,7.96,=,=,IC50,Homo sapiens,IC50,11.0
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(/C=C/c4ccc(C)cc4C)cc3)ncc2Cl)c1,CHEMBL4105442,8.17,=,=,IC50,Homo sapiens,IC50,6.8
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(/C=C/c4ccc(C)cc4C)cc3)ncc2F)c1,CHEMBL4095271,8.09,=,=,IC50,Homo sapiens,IC50,8.1
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(/C=C/c4cc(Cl)cc(Cl)c4)cc3)ncc2Cl)c1,CHEMBL4067855,7.95,=,=,IC50,Homo sapiens,IC50,11.3
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,CHEMBL939,5.92,=,=,IC50,Homo sapiens,IC50,1202.0
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,CHEMBL3545308,7.67,=,=,IC50,Homo sapiens,IC50,21.5
Cc1cc(=O)n(-c2ccc(F)cc2)nc1C(=O)Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1,CHEMBL4066684,6.14,=,=,IC50,Homo sapiens,IC50,725.3
O=C(N/N=C/c1ccc(O)cc1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,CHEMBL4064776,7.25,=,=,IC50,Homo sapiens,IC50,56.0
CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,CHEMBL1173655,8.80,=,=,IC50,Homo sapiens,IC50,1.6
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEMBL388978,6.62,=,=,IC50,Homo sapiens,IC50,238.0
Cc1nc(C)c(/C=C2\CC(C)C/C(=C\c3nc(C)c(C)nc3C)C2=O)nc1C,CHEMBL4100075,5.96,=,=,IC50,Homo sapiens,IC50,1.1
Cc1nc(C)c(/C=C2\CN(C)C/C(=C\c3nc(C)c(C)nc3C)C2=O)nc1C,CHEMBL4083642,7.40,=,=,IC50,Homo sapiens,IC50,0.04
Cc1nc(C)c(/C=C2\CN(C(C)C)C/C(=C\c3nc(C)c(C)nc3C)C2=O)nc1C,CHEMBL4104427,5.60,=,=,IC50,Homo sapiens,IC50,2.5
COc1cc(Br)c(/C=C2\CC(C)C/C(=C\c3nc(C)c(C)nc3C)C2=O)cc1OC,CHEMBL4081727,5.72,=,=,IC50,Homo sapiens,IC50,1.9
COc1cc(Br)c(/C=C2\CN(C)C/C(=C\c3nc(C)c(C)nc3C)C2=O)cc1OC,CHEMBL4063890,7.22,=,=,IC50,Homo sapiens,IC50,0.06
COc1cc(Cl)c(/C=C2\CN(C(C)C)C/C(=C\c3nc(C)c(C)nc3C)C2=O)cc1OC,CHEMBL4075241,5.51,=,=,IC50,Homo sapiens,IC50,3.1
Cc1nc(C)c(/C=C2\CC(C)C/C(=C\c3nc(C)c(C)nc3C)C2=NO)nc1C,CHEMBL4094546,5.62,=,=,IC50,Homo sapiens,IC50,2.4
Cc1nc(C)c(/C=C2\CN(C)C/C(=C\c3nc(C)c(C)nc3C)C2=NO)nc1C,CHEMBL4078023,7.70,=,=,IC50,Homo sapiens,IC50,0.02
Cc1nc(C)c(/C=C2\CN(C(C)C)C/C(=C\c3nc(C)c(C)nc3C)C2=NO)nc1C,CHEMBL4102284,5.41,=,=,IC50,Homo sapiens,IC50,3.9
COc1cc(Br)c(/C=C2\CC(C)CC(=C\c3nc(C)c(C)nc3C)/C2=N/O)cc1OC,CHEMBL4085902,5.54,=,=,IC50,Homo sapiens,IC50,2.9
COc1cc(Br)c(/C=C2\CN(C)CC(=C\c3nc(C)c(C)nc3C)/C2=N\O)cc1OC,CHEMBL4064361,7.70,=,=,IC50,Homo sapiens,IC50,0.02
COc1cc(Br)c(/C=C2\CN(C(C)C)CC(=C\c3nc(C)c(C)nc3C)/C2=N/O)cc1OC,CHEMBL4093642,5.31,=,=,IC50,Homo sapiens,IC50,4.9
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,CHEMBL553,7.22,=,=,IC50,Homo sapiens,IC50,0.06
C=CC(=O)N1CC[C@H](N2C(=O)N(c3ccccc3Cl)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,CHEMBL4071474,9.30,=,=,IC50,Homo sapiens,IC50,0.5
CCC(=O)N1CC[C@H](N2C(=O)N(c3ccccc3Cl)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,CHEMBL4098507,7.80,=,=,IC50,Homo sapiens,IC50,15.7
CC(=O)N1CC[C@H](N2C(=O)N(c3ccccc3Cl)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,CHEMBL4074601,7.92,=,=,IC50,Homo sapiens,IC50,12.1
Cc1cc(Nc2ncc3c(n2)N([C@H]2CCN(C(=O)C(C)C)C2)C(=O)N(c2ccccc2Cl)C3)ccc1N1CCN(C)CC1,CHEMBL4095063,8.07,=,=,IC50,Homo sapiens,IC50,8.5
CCCC(=O)N1CC[C@H](N2C(=O)N(c3ccccc3Cl)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,CHEMBL4065970,7.54,=,=,IC50,Homo sapiens,IC50,28.9
Cc1cc(Nc2ncc3c(n2)N([C@H]2CCN(C(=O)CC(C)C)C2)C(=O)N(c2ccccc2Cl)C3)ccc1N1CCN(C)CC1,CHEMBL4087375,7.65,=,=,IC50,Homo sapiens,IC50,22.2
Cc1cc(Nc2ncc3c(n2)N([C@H]2CCN(C(=O)C(C)(C)C)C2)C(=O)N(c2ccccc2Cl)C3)ccc1N1CCN(C)CC1,CHEMBL4092632,7.53,=,=,IC50,Homo sapiens,IC50,29.4
Cc1cc(Nc2ncc3c(n2)N([C@H]2CCN(C(=O)C4CC4)C2)C(=O)N(c2ccccc2Cl)C3)ccc1N1CCN(C)CC1,CHEMBL4064937,7.54,=,=,IC50,Homo sapiens,IC50,28.7
Cc1cc(Nc2ncc3c(n2)N([C@H]2CCN(C(=O)C4CCCC4)C2)C(=O)N(c2ccccc2Cl)C3)ccc1N1CCN(C)CC1,CHEMBL4084868,7.59,=,=,IC50,Homo sapiens,IC50,25.5
Cc1cc(Nc2ncc3c(n2)N([C@H]2CCN(C(=O)C4CCCCC4)C2)C(=O)N(c2ccccc2Cl)C3)ccc1N1CCN(C)CC1,CHEMBL4102822,7.60,=,=,IC50,Homo sapiens,IC50,24.9
Cc1cc(Nc2ncc3c(n2)N([C@H]2CCN(C(=O)CO)C2)C(=O)N(c2ccccc2Cl)C3)ccc1N1CCN(C)CC1,CHEMBL4062178,8.15,=,=,IC50,Homo sapiens,IC50,7.0
Cc1cc(Nc2ncc3c(n2)N([C@H]2CCN(C(=O)CN(C)C)C2)C(=O)N(c2ccccc2Cl)C3)ccc1N1CCN(C)CC1,CHEMBL4083904,7.58,=,=,IC50,Homo sapiens,IC50,26.6
CCCN1CC[C@H](N2C(=O)N(c3ccccc3Cl)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,CHEMBL4062830,7.28,=,=,IC50,Homo sapiens,IC50,52.8
CCC(=O)N1CC[C@@H](N2C(=O)N(c3ccccc3Cl)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,CHEMBL4098591,7.63,=,=,IC50,Homo sapiens,IC50,23.4
CCC(=O)N1CC[C@H](N2C(=O)N(c3ccccc3F)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,CHEMBL4060198,7.75,=,=,IC50,Homo sapiens,IC50,17.6
CCC(=O)N1CC[C@H](N2C(=O)N(c3ccccc3C)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,CHEMBL4089951,8.12,=,=,IC50,Homo sapiens,IC50,7.6
CCC(=O)N1CC[C@H](N2C(=O)N(c3cccc(F)c3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,CHEMBL4070404,7.45,=,=,IC50,Homo sapiens,IC50,35.8
CCC(=O)N1CC[C@H](N2C(=O)N(c3ccc(F)cc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,CHEMBL4097682,7.14,=,=,IC50,Homo sapiens,IC50,71.6
CCC(=O)N1CC[C@H](N2C(=O)N(c3cccc(Cl)c3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,CHEMBL4079649,6.84,=,=,IC50,Homo sapiens,IC50,144.0
CCC(=O)N1CC[C@H](N2C(=O)N(c3ccc(Cl)cc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,CHEMBL4105392,6.42,=,=,IC50,Homo sapiens,IC50,383.0
CCC(=O)N1CC[C@H](N2C(=O)N(c3cccc(C)c3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,CHEMBL4087525,6.44,=,=,IC50,Homo sapiens,IC50,365.0
CCC(=O)N1CC[C@H](N2C(=O)N(c3ccc(C)cc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,CHEMBL4097770,6.42,=,=,IC50,Homo sapiens,IC50,377.0
CCC(=O)N1CC[C@H](N2C(=O)N(c3ccccc3OC)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,CHEMBL4070640,7.56,=,=,IC50,Homo sapiens,IC50,27.4
CCC(=O)N1CC[C@H](N2C(=O)N(c3cccc(OC)c3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,CHEMBL4105503,6.38,=,=,IC50,Homo sapiens,IC50,417.0
CCC(=O)N1CC[C@H](N2C(=O)N(c3ccc(OC)cc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,CHEMBL4081252,6.82,=,=,IC50,Homo sapiens,IC50,153.0
CCC(=O)N1CC[C@H](N2C(=O)N(c3cccc(OC(F)F)c3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,CHEMBL4067916,6.59,=,=,IC50,Homo sapiens,IC50,257.0
CCC(=O)N1CC[C@H](N2C(=O)N(c3cccc(OC(F)(F)F)c3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,CHEMBL4089120,6.05,=,=,IC50,Homo sapiens,IC50,889.0
CCC(=O)N1CC[C@H](N2C(=O)N(c3cccc(OC)c3F)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,CHEMBL4078801,6.38,=,=,IC50,Homo sapiens,IC50,421.0
CCC(=O)N1CC[C@H](N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,CHEMBL4096822,6.44,=,=,IC50,Homo sapiens,IC50,362.0
CCC(=O)N1CC[C@H](N2C(=O)N(c3cccc(OC)c3Cl)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,CHEMBL4063067,6.38,=,=,IC50,Homo sapiens,IC50,413.0
CCC(=O)N1CC[C@H](N2C(=O)N(c3cc(OC)ccc3Cl)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,CHEMBL4084726,6.43,=,=,IC50,Homo sapiens,IC50,373.0
CCC(=O)N1CC[C@H](N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc32)C1,CHEMBL4095071,5.96,=,=,IC50,Homo sapiens,IC50,1100.0
CCC(=O)N1CC[C@H](N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4C)nc32)C1,CHEMBL4074615,5.60,=,=,IC50,Homo sapiens,IC50,2500.0
CCC(=O)N1CC[C@H](N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)C1,CHEMBL4087383,5.80,=,=,IC50,Homo sapiens,IC50,1600.0
CCC(=O)N1CC[C@H](N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(OC)c4)nc32)C1,CHEMBL4065984,6.22,=,=,IC50,Homo sapiens,IC50,600.0
CCC(=O)N1CC[C@H](N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(F)c4)nc32)C1,CHEMBL4079506,5.89,=,=,IC50,Homo sapiens,IC50,1300.0
CCC(=O)N1CC[C@H](N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(Cl)c4)nc32)C1,CHEMBL4103761,5.92,=,=,IC50,Homo sapiens,IC50,1200.0
CCC(=O)N1CC[C@H](N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C(F)(F)F)c4)nc32)C1,CHEMBL4068695,5.47,=,=,IC50,Homo sapiens,IC50,3400.0
CCC(=O)N1CC[C@H](N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(CC)c4)nc32)C1,CHEMBL4096014,6.29,=,=,IC50,Homo sapiens,IC50,518.0
CCC(=O)N1CC[C@H](N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C(C)C)c4)nc32)C1,CHEMBL4083916,6.44,=,=,IC50,Homo sapiens,IC50,365.0
CCC(=O)N1CC[C@H](N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5CCCCC5)c(C)c4)nc32)C1,CHEMBL4062192,6.33,=,=,IC50,Homo sapiens,IC50,467.0
CCC(=O)N1CC[C@H](N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5CCOCC5)c(C)c4)nc32)C1,CHEMBL4102288,6.20,=,=,IC50,Homo sapiens,IC50,626.0
CCC(=O)N1CC[C@H](N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5CCN(C(C)=O)CC5)c(C)c4)nc32)C1,CHEMBL4078026,6.83,=,=,IC50,Homo sapiens,IC50,148.0
CCC(=O)N1CC[C@H](N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5CCCN(C)CC5)c(C)c4)nc32)C1,CHEMBL4083224,6.68,=,=,IC50,Homo sapiens,IC50,209.0
CCC(=O)N1CC[C@H](N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5CCC(N(C)C)CC5)c(C)c4)nc32)C1,CHEMBL4076405,6.54,=,=,IC50,Homo sapiens,IC50,286.0
CCC(=O)N1CC[C@H](N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5CCC6(CCN(C)C6)C5)c(C)c4)nc32)C1,CHEMBL4086821,6.53,=,=,IC50,Homo sapiens,IC50,295.7
CCC(=O)N1CC[C@H](N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5CCC6(CCN(C)CC6)CC5)c(C)c4)nc32)C1,CHEMBL4104717,6.65,=,=,IC50,Homo sapiens,IC50,224.5
CCC(=O)N1CC[C@H](N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5CC6(CCN(C)CC6)C5)c(C)c4)nc32)C1,CHEMBL4078973,6.66,=,=,IC50,Homo sapiens,IC50,218.0
CCC(=O)N1CC[C@H](N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5C[C@H]6CN(C)C[C@H]6C5)c(C)c4)nc32)C1,CHEMBL4096988,6.67,=,=,IC50,Homo sapiens,IC50,216.0
CCC(=O)N1CC[C@H](N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N(C)CCN(C)C)c(C)c4)nc32)C1,CHEMBL4076515,5.89,=,=,IC50,Homo sapiens,IC50,1300.0
CCC(=O)N1CC[C@H](N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5CCN(C)C(C)C5)c(C)c4)nc32)C1,CHEMBL4093535,6.15,=,=,IC50,Homo sapiens,IC50,715.0
