canonical_smiles,molecule_chembl_id,pchembl_value,relation,standard_relation,standard_type,target_organism,type,value
CS(=O)(=O)CCNCc1ccc(-c2cc3c(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)ncnc3s2)o1,CHEMBL480349,7.92,=,=,IC50,Homo sapiens,IC50,12.0
Fc1cccc(COc2ccc(Nc3ncnc4sc(-c5cccs5)cc34)cc2Cl)c1,CHEMBL506414,8.05,=,=,IC50,Homo sapiens,IC50,9.0
CS(=O)(=O)CCNCc1ccc(-c2cc3c(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)ncnc3s2)s1,CHEMBL481324,7.02,=,=,IC50,Homo sapiens,IC50,96.0
CS(=O)(=O)CCNCc1cc(-c2cc3c(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)ncnc3s2)cs1,CHEMBL475599,6.52,=,=,IC50,Homo sapiens,IC50,304.0
Fc1cccc(COc2ccc(Nc3ncnc4sc(-c5ccc[nH]5)cc34)cc2Cl)c1,CHEMBL475600,6.94,=,=,IC50,Homo sapiens,IC50,115.0
CN(C)Cc1ccc(-c2cc3c(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)ncnc3s2)[nH]1,CHEMBL475767,7.17,=,=,IC50,Homo sapiens,IC50,68.0
CCNCc1ccc(-c2cc3c(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)ncnc3s2)[nH]1,CHEMBL480348,6.92,=,=,IC50,Homo sapiens,IC50,121.0
CS(=O)(=O)CCNCc1ccc(-c2cc3c(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)ncnc3s2)[nH]1,CHEMBL481331,6.86,=,=,IC50,Homo sapiens,IC50,138.0
N#C/C(=C\c1ccc(O)c(O)c1)C(N)=S,CHEMBL77030,5.88,=,=,IC50,Homo sapiens,IC50,1.31
COc1cc2ncnc(-c3c[nH]c4ccc(Br)cc34)c2cc1OC,CHEMBL473320,6.88,=,=,IC50,Homo sapiens,IC50,131.0
COc1cc2ncnc(-c3c[nH]c4cc(F)c(Cl)cc34)c2cc1OCCCN1CCOCC1,CHEMBL474524,6.48,=,=,IC50,Homo sapiens,IC50,333.0
COCCOc1cc2ncnc(-c3c[nH]c4cc(F)c(Cl)cc34)c2cc1OCCOC,CHEMBL474324,6.33,=,=,IC50,Homo sapiens,IC50,472.0
COc1cc2ncnc(-c3c[nH]c4cc(F)c(C)cc34)c2cc1OC,CHEMBL474323,6.27,=,=,IC50,Homo sapiens,IC50,533.0
COc1cc2ncnc(-c3c[nH]c4cc(F)c(Cl)cc34)c2cc1OC,CHEMBL515401,6.68,=,=,IC50,Homo sapiens,IC50,209.0
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,CHEMBL939,7.70,=,=,IC50,Homo sapiens,IC50,20.0
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,CHEMBL553,9.00,=,=,IC50,Homo sapiens,IC50,1.0
N#C/C(=C\c1ccc(O)c(O)c1)C(N)=S,CHEMBL77030,5.62,=,=,IC50,Homo sapiens,IC50,2.4
N#CC(C#N)=C(N)/C(C#N)=C/c1cc(O)c(O)c(O)c1,CHEMBL78257,6.10,=,=,IC50,Homo sapiens,IC50,0.8
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEMBL388978,6.88,=,=,IC50,Homo sapiens,IC50,0.132
COc1c(NC(=O)Nc2ccc(-c3ccc(CN4CCOCC4)nc3)c3ccccc23)cc(C(C)(C)C)cc1NS(C)(=O)=O,CHEMBL451523,5.27,=,=,IC50,Homo sapiens,IC50,5.4
O=C(/C=C/c1ccc(O)c(O)c1)c1ccc(O)cc1O,CHEMBL128000,5.10,=,=,IC50,Homo sapiens,IC50,8.0
COc1c(O)cc2occ(-c3ccc(O)cc3)c(=O)c2c1O,CHEMBL242740,5.48,=,=,IC50,Homo sapiens,IC50,3.3
Oc1cc2c(cc1O)[C@@H]1c3ccc(O)c(O)c3OC[C@]1(O)C2,CHEMBL477197,5.47,=,=,IC50,Homo sapiens,IC50,3.4
CO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(F)c2)c1,CHEMBL255871,8.10,=,=,IC50,Homo sapiens,IC50,0.008
COc1ccc(/N=C/c2c(N)ncnc2Nc2ccc3c(cnn3Cc3cccc(F)c3)c2)cc1,CHEMBL525725,7.31,=,=,IC50,Homo sapiens,IC50,0.049
Nc1ncnc(Nc2ccc3c(cnn3Cc3cccc(F)c3)c2)c1/C=N/NCC(F)(F)F,CHEMBL497863,7.28,=,=,IC50,Homo sapiens,IC50,0.052
CN/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(F)c2)c1,CHEMBL497697,7.92,=,=,IC50,Homo sapiens,IC50,0.012
COC[C@H]1CCCN1/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(F)c2)c1,CHEMBL515664,7.51,=,=,IC50,Homo sapiens,IC50,0.031
COC[C@@H]1CCCN1/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(F)c2)c1,CHEMBL456758,7.58,=,=,IC50,Homo sapiens,IC50,0.026
Nc1ncnc(Nc2ccc3c(cnn3Cc3cccc(F)c3)c2)c1/C=N/N1CCN(CCO)CC1,CHEMBL514566,8.05,=,=,IC50,Homo sapiens,IC50,0.009
CN1CCN(/N=C/c2c(N)ncnc2Nc2ccc3c(cnn3Cc3cccc(F)c3)c2)CC1,CHEMBL498134,7.80,=,=,IC50,Homo sapiens,IC50,0.016
Nc1ncnc(Nc2ccc3c(cnn3Cc3cccc(F)c3)c2)c1/C=N/N1CCCCC1,CHEMBL524457,7.52,=,=,IC50,Homo sapiens,IC50,0.03
Nc1ncnc(Nc2ccc3c(cnn3Cc3cccc(F)c3)c2)c1/C=N/N1CCOCC1,CHEMBL498133,7.80,=,=,IC50,Homo sapiens,IC50,0.016
CN(C)/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(F)c2)c1,CHEMBL497459,8.10,=,=,IC50,Homo sapiens,IC50,0.008
COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,CHEMBL29197,8.28,=,=,IC50,Homo sapiens,IC50,0.0053
N=C(Nc1ccccc1)SCCCN1C(=O)C2=C(C1=O)n1ccc3cccc(c31)C1Cc3ccccc3N21,CHEMBL487254,5.02,=,=,IC50,Homo sapiens,IC50,9.5
N=C(N)SCCCn1c(=O)c2c(c1=O)n1c3ccccc3cc1c1cccc3ccn2c31,CHEMBL489083,5.34,=,=,IC50,Homo sapiens,IC50,4.6
CNC(=N)SCCCn1c(=O)c2c(c1=O)n1c3ccccc3cc1c1cccc3ccn2c31,CHEMBL488271,5.00,=,=,IC50,Homo sapiens,IC50,9.9
CN(C)CCOc1ccc(/C=C/c2cc(-c3cc4c(=O)[nH]cnc4[nH]3)ccn2)cc1,CHEMBL461140,5.48,=,=,IC50,Homo sapiens,IC50,3.3
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,CHEMBL939,8.62,=,=,Kd,Homo sapiens,Kd,2.4
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,CHEMBL939,7.96,=,=,Kd,Homo sapiens,Kd,10.9
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,CHEMBL939,7.45,=,=,Kd,Homo sapiens,Kd,35.3
COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,CHEMBL29197,10.60,=,=,IC50,Homo sapiens,IC50,0.025
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,CHEMBL31965,8.64,=,=,IC50,Homo sapiens,IC50,0.0023
N#Cc1cnc2c(Cl)cc(NCc3c[nH]nn3)cc2c1Nc1ccc(F)c(Cl)c1,CHEMBL496388,6.00,=,=,IC50,Homo sapiens,IC50,1.0
CCCN1CCC(n2cc(CNc3cc(Cl)c4ncc(C#N)c(Nc5ccc(F)c(Cl)c5)c4c3)nn2)CC1,CHEMBL495617,4.52,=,=,IC50,Homo sapiens,IC50,30.0
N#Cc1cnc2c(Cl)cc(NCc3cn(C4CCN(C5CCC5)CC4)nn3)cc2c1Nc1ccc(F)c(Cl)c1,CHEMBL501709,4.66,=,=,IC50,Homo sapiens,IC50,22.0
CC(C)N1CCC(n2cc(CNc3cc(Cl)c4ncc(C#N)c(Nc5ccc(F)c(Cl)c5)c4c3)nn2)CC1,CHEMBL523059,4.66,=,=,IC50,Homo sapiens,IC50,22.0
CCN1CCC(n2cc(CNc3cc(Cl)c4ncc(C#N)c(Nc5ccc(F)c(Cl)c5)c4c3)nn2)CC1,CHEMBL527026,4.96,=,=,IC50,Homo sapiens,IC50,11.0
N#Cc1cnc2c(Br)cc(NCc3c[nH]nn3)cc2c1Nc1ccc(F)c(Cl)c1,CHEMBL230232,6.00,=,=,IC50,Homo sapiens,IC50,1.0
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,CHEMBL50,6.05,=,=,IC50,Homo sapiens,IC50,0.9
CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc1-2,CHEMBL564829,5.51,=,=,IC50,Homo sapiens,IC50,3.069
O=C1NC(=O)N(CCc2ccccc2)/C1=C/c1ccc(O)cc1,CHEMBL213560,4.72,=,=,IC50,Homo sapiens,IC50,19.0
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(CO)c3)nc21,CHEMBL327127,7.09,=,=,IC50,Homo sapiens,IC50,8.2E-8
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(F)cc3)nc21,CHEMBL574059,6.42,=,=,IC50,Homo sapiens,IC50,3.8E-7
Cc1cc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)ccc1F,CHEMBL574058,6.41,=,=,IC50,Homo sapiens,IC50,3.9E-7
CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21,CHEMBL572881,7.82,=,=,Kd,Homo sapiens,Kd,15.0
CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1,CHEMBL574738,6.28,=,=,Kd,Homo sapiens,Kd,520.0
CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1,CHEMBL215152,6.35,=,=,Kd,Homo sapiens,Kd,450.0
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,CHEMBL103667,5.16,=,=,Kd,Homo sapiens,Kd,7000.0
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,CHEMBL31965,9.72,=,=,Kd,Homo sapiens,Kd,0.19
COCC(=O)NC/C=C/c1ccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c2c1,CHEMBL483321,7.38,=,=,Kd,Homo sapiens,Kd,42.0
Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1.O,CHEMBL5416410,6.92,=,=,Kd,Homo sapiens,Kd,120.0
CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,CHEMBL607707,9.36,=,=,Kd,Homo sapiens,Kd,0.44
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,CHEMBL553,9.17,=,=,Kd,Homo sapiens,Kd,0.67
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,CHEMBL939,9.00,=,=,Kd,Homo sapiens,Kd,1.0
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CHEMBL554,8.62,=,=,Kd,Homo sapiens,Kd,2.4
COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1,CHEMBL124660,6.39,=,=,Kd,Homo sapiens,Kd,410.0
CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEMBL608533,5.89,=,=,Kd,Homo sapiens,Kd,1300.0
Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,CHEMBL278041,5.58,=,=,Kd,Homo sapiens,Kd,2600.0
C[S+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,CHEMBL10,5.77,=,=,Kd,Homo sapiens,Kd,1700.0
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEMBL388978,6.43,=,=,Kd,Homo sapiens,Kd,370.0
COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,CHEMBL24828,8.02,=,=,Kd,Homo sapiens,Kd,9.5
CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1,CHEMBL574738,5.72,=,=,Kd,Homo sapiens,Kd,1900.0
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,CHEMBL31965,9.59,=,=,Kd,Homo sapiens,Kd,0.26
COCC(=O)NC/C=C/c1ccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c2c1,CHEMBL483321,5.70,=,=,Kd,Homo sapiens,Kd,2000.0
Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1.O,CHEMBL5416410,6.89,=,=,Kd,Homo sapiens,Kd,130.0
CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,CHEMBL607707,9.42,=,=,Kd,Homo sapiens,Kd,0.38
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,CHEMBL553,9.32,=,=,Kd,Homo sapiens,Kd,0.48
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,CHEMBL939,9.27,=,=,Kd,Homo sapiens,Kd,0.54
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CHEMBL554,8.07,=,=,Kd,Homo sapiens,Kd,8.6
COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1,CHEMBL124660,6.48,=,=,Kd,Homo sapiens,Kd,330.0
CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEMBL608533,5.16,=,=,Kd,Homo sapiens,Kd,7000.0
Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,CHEMBL278041,6.68,=,=,Kd,Homo sapiens,Kd,210.0
C[S+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,CHEMBL10,6.47,=,=,Kd,Homo sapiens,Kd,340.0
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEMBL388978,6.92,=,=,Kd,Homo sapiens,Kd,120.0
COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,CHEMBL24828,8.32,=,=,Kd,Homo sapiens,Kd,4.8
Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1,CHEMBL223360,5.19,=,=,Kd,Homo sapiens,Kd,6500.0
CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21,CHEMBL572881,5.64,=,=,Kd,Homo sapiens,Kd,2300.0
CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1,CHEMBL574738,6.66,=,=,Kd,Homo sapiens,Kd,220.0
CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1,CHEMBL215152,6.92,=,=,Kd,Homo sapiens,Kd,120.0
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,CHEMBL103667,5.22,=,=,Kd,Homo sapiens,Kd,6000.0
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,CHEMBL31965,9.89,=,=,Kd,Homo sapiens,Kd,0.13
COCC(=O)NC/C=C/c1ccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c2c1,CHEMBL483321,8.00,=,=,Kd,Homo sapiens,Kd,10.0
Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1.O,CHEMBL5416410,6.77,=,=,Kd,Homo sapiens,Kd,170.0
CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,CHEMBL607707,9.62,=,=,Kd,Homo sapiens,Kd,0.24
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,CHEMBL553,9.07,=,=,Kd,Homo sapiens,Kd,0.85
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,CHEMBL939,8.70,=,=,Kd,Homo sapiens,Kd,2.0
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CHEMBL554,9.04,=,=,Kd,Homo sapiens,Kd,0.92
COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1,CHEMBL124660,6.68,=,=,Kd,Homo sapiens,Kd,210.0
CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEMBL608533,5.82,=,=,Kd,Homo sapiens,Kd,1500.0
Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,CHEMBL278041,6.04,=,=,Kd,Homo sapiens,Kd,910.0
C[S+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,CHEMBL10,6.15,=,=,Kd,Homo sapiens,Kd,710.0
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEMBL388978,5.96,=,=,Kd,Homo sapiens,Kd,1100.0
Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1,CHEMBL1721885,5.05,=,=,Kd,Homo sapiens,Kd,9000.0
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,CHEMBL535,5.17,=,=,Kd,Homo sapiens,Kd,6800.0
COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,CHEMBL24828,8.02,=,=,Kd,Homo sapiens,Kd,9.6
CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21,CHEMBL572881,5.92,=,=,Kd,Homo sapiens,Kd,1200.0
CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1,CHEMBL574738,6.28,=,=,Kd,Homo sapiens,Kd,520.0
CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1,CHEMBL215152,6.77,=,=,Kd,Homo sapiens,Kd,170.0
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,CHEMBL103667,5.04,=,=,Kd,Homo sapiens,Kd,9100.0
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,CHEMBL31965,9.72,=,=,Kd,Homo sapiens,Kd,0.19
COCC(=O)NC/C=C/c1ccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c2c1,CHEMBL483321,7.77,=,=,Kd,Homo sapiens,Kd,17.0
Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1.O,CHEMBL5416410,7.10,=,=,Kd,Homo sapiens,Kd,79.0
CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,CHEMBL607707,9.38,=,=,Kd,Homo sapiens,Kd,0.42
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,CHEMBL553,9.28,=,=,Kd,Homo sapiens,Kd,0.52
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,CHEMBL939,8.96,=,=,Kd,Homo sapiens,Kd,1.1
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CHEMBL554,8.68,=,=,Kd,Homo sapiens,Kd,2.1
COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1,CHEMBL124660,6.64,=,=,Kd,Homo sapiens,Kd,230.0
CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEMBL608533,5.28,=,=,Kd,Homo sapiens,Kd,5300.0
Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,CHEMBL278041,5.72,=,=,Kd,Homo sapiens,Kd,1900.0
C[S+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,CHEMBL10,5.89,=,=,Kd,Homo sapiens,Kd,1300.0
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEMBL388978,5.96,=,=,Kd,Homo sapiens,Kd,1100.0
COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,CHEMBL24828,8.23,=,=,Kd,Homo sapiens,Kd,5.9
CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21,CHEMBL572881,5.92,=,=,Kd,Homo sapiens,Kd,1200.0
CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1,CHEMBL574738,6.66,=,=,Kd,Homo sapiens,Kd,220.0
CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1,CHEMBL215152,5.54,=,=,Kd,Homo sapiens,Kd,2900.0
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,CHEMBL103667,5.28,=,=,Kd,Homo sapiens,Kd,5300.0
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,CHEMBL31965,9.77,=,=,Kd,Homo sapiens,Kd,0.17
COCC(=O)NC/C=C/c1ccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c2c1,CHEMBL483321,6.14,=,=,Kd,Homo sapiens,Kd,720.0
Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1.O,CHEMBL5416410,6.96,=,=,Kd,Homo sapiens,Kd,110.0
CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,CHEMBL607707,9.62,=,=,Kd,Homo sapiens,Kd,0.24
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,CHEMBL553,9.28,=,=,Kd,Homo sapiens,Kd,0.52
CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,CHEMBL428690,5.64,=,=,Kd,Homo sapiens,Kd,2300.0
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,CHEMBL939,9.24,=,=,Kd,Homo sapiens,Kd,0.57
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,CHEMBL941,5.12,=,=,Kd,Homo sapiens,Kd,7600.0
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CHEMBL554,8.66,=,=,Kd,Homo sapiens,Kd,2.2
COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1,CHEMBL124660,6.58,=,=,Kd,Homo sapiens,Kd,260.0
CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEMBL608533,6.21,=,=,Kd,Homo sapiens,Kd,620.0
Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,CHEMBL278041,5.70,=,=,Kd,Homo sapiens,Kd,2000.0
C[S+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,CHEMBL10,5.77,=,=,Kd,Homo sapiens,Kd,1700.0
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEMBL388978,7.02,=,=,Kd,Homo sapiens,Kd,96.0
COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,CHEMBL24828,7.92,=,=,Kd,Homo sapiens,Kd,12.0
CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21,CHEMBL572881,5.35,=,=,Kd,Homo sapiens,Kd,4500.0
CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1,CHEMBL574738,6.26,=,=,Kd,Homo sapiens,Kd,550.0
CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1,CHEMBL215152,5.06,=,=,Kd,Homo sapiens,Kd,8800.0
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,CHEMBL31965,9.59,=,=,Kd,Homo sapiens,Kd,0.26
COCC(=O)NC/C=C/c1ccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c2c1,CHEMBL483321,5.75,=,=,Kd,Homo sapiens,Kd,1800.0
